word,vector
5296,"[-0.045099154114723206,-0.0952049046754837,-0.09161727130413055,0.031762585043907166,-0.042609043419361115]"
6664,"[-0.1415957510471344,-6.237532943487167e-05,-0.036033689975738525,-0.10629621893167496,0.001159117091447115]"
3984,"[-0.09700904041528702,-0.05896874517202377,-0.3181751072406769,0.07075293362140656,0.1792818009853363]"
32234,"[0.06860624998807907,-0.05417124554514885,-0.04712686315178871,-0.018662812188267708,-0.09081000834703445]"
83134,"[-0.24676495790481567,-0.12333165854215622,-0.2235323190689087,-0.07190904766321182,0.014826109632849693]"
436,"[-0.09896574914455414,0.02705622836947441,0.07370249181985855,0.055740270763635635,0.05689521133899689]"
8044,"[-0.0885353684425354,-0.04988296702504158,-0.10555480420589447,-0.005270413123071194,0.07497425377368927]"
6337,"[0.06979142129421234,-0.07172352075576782,-0.08672643452882767,-0.06701840460300446,-0.020432785153388977]"
58162,"[-0.030537527054548264,-0.031169993802905083,0.00599847175180912,-0.0552593395113945,-0.017117785289883614]"
5416,"[-0.04649053141474724,-0.08410762995481491,0.057526566088199615,0.05764517933130264,-0.013935133814811707]"
2612,"[-0.00802440196275711,0.0776456668972969,0.007398724555969238,-0.07774707674980164,-0.02598455362021923]"
4300,"[-0.11323744058609009,0.013598778285086155,-0.14804565906524658,0.006540160626173019,-0.12103697657585144]"
2846,"[0.017892247065901756,0.052461665123701096,-0.09055138379335403,0.09551471471786499,0.011534701101481915]"
2894,"[-0.06906943023204803,0.006361996755003929,-0.009943181648850441,0.014503221958875656,-0.00845283642411232]"
5039,"[-0.13739848136901855,-0.07239668071269989,-0.1651427149772644,-0.09287489205598831,0.04951092228293419]"
118896,"[-0.07458379864692688,-0.06477249413728714,-0.24817347526550293,-0.021336844190955162,-0.0010248655453324318]"
91386,"[-0.1467006504535675,0.022072426974773407,-0.09720408916473389,-0.07796308398246765,0.006898263469338417]"
104925,"[-0.13088558614253998,-0.10839638113975525,0.015013230964541435,-0.02053496241569519,0.09622197598218918]"
104129,"[-0.10860151797533035,-0.1062810942530632,-0.04431533068418503,-0.004649053327739239,-0.05170775577425957]"
2020,"[-0.08036015182733536,-0.030037203803658485,-0.1670544594526291,0.03288426250219345,0.03115677274763584]"
145994,"[-0.16242922842502594,-0.014631740748882294,-0.3961263597011566,0.07750467956066132,0.1327783614397049]"
1614,"[-0.08488485217094421,0.042294446378946304,0.08138349652290344,-0.05344919115304947,-0.022509457543492317]"
2575,"[0.029957875609397888,0.13625456392765045,-0.08896070718765259,0.11989039927721024,-0.083145871758461]"
1227,"[-0.001968376338481903,0.29729148745536804,0.08800144493579865,0.3247337341308594,-0.48816463351249695]"
44929,"[-0.14531654119491577,-0.04052106291055679,-0.15866318345069885,-0.02020084299147129,0.049270935356616974]"
3019,"[0.02601464092731476,-0.13625548779964447,-0.07378502935171127,-0.02276086062192917,0.15257194638252258]"
836,"[-0.07183228433132172,-0.09061703085899353,-0.14018258452415466,0.059529371559619904,-0.06705920398235321]"
91860,"[-0.09987626224756241,-0.046270277351140976,-0.04540172964334488,0.04903626814484596,-0.07736129313707352]"
7333,"[-0.08490784466266632,-0.03120216727256775,-0.13490697741508484,-0.06236834451556206,0.04259981960058212]"
5459,"[-0.015426203608512878,-0.20207741856575012,-0.011113647371530533,-0.029406758025288582,0.30835726857185364]"
165551,"[-0.17593835294246674,-0.09946373105049133,-0.15491849184036255,0.11011654883623123,-0.05169886350631714]"
6835,"[0.09056245535612106,-0.04099217429757118,-0.02204967848956585,-0.05833365023136139,0.011124350130558014]"
104944,"[0.04011806473135948,-0.05548565834760666,0.028778649866580963,-0.05376243591308594,-0.021098876371979713]"
4475,"[-0.07121122628450394,0.022759992629289627,-0.049678634852170944,0.08037391304969788,-0.043900903314352036]"
96430,"[-0.09532742947340012,0.06735078990459442,-0.12231754511594772,0.013575231656432152,0.044366225600242615]"
140627,"[-0.08857991546392441,-0.12739545106887817,-0.11959654092788696,-0.09153115749359131,0.11093702912330627]"
2420,"[-0.0011475698556751013,0.018261631950736046,-0.3793815076351166,0.12979847192764282,0.01097075268626213]"
86892,"[0.033027131110429764,-0.003456639591604471,-0.04543934389948845,-0.01618649810552597,0.12483775615692139]"
6385,"[-0.14796781539916992,-0.00047998642548918724,-0.2334636151790619,0.010342447087168694,0.30560556054115295]"
55052,"[-0.02487771585583687,-0.08740980923175812,-0.21981650590896606,-0.13413630425930023,0.1560715287923813]"
172585,"[-0.08617161214351654,-0.08185695856809616,-0.31194791197776794,-0.01882035844027996,0.12371482700109482]"
4159,"[-0.04733341932296753,-0.07016238570213318,-0.045936018228530884,0.03608579561114311,0.004952816292643547]"
59026,"[-0.10121294111013412,0.07756128907203674,-0.0535290464758873,0.046708978712558746,0.10873037576675415]"
162350,"[-0.2079639732837677,-0.030562642961740494,-0.1788569539785385,0.11243060976266861,0.007659659255295992]"
102993,"[0.0603683665394783,0.07856196910142899,-0.02112124115228653,-0.004023007582873106,-0.027002234011888504]"
5385,"[0.027225026860833168,0.04955047741532326,-0.08372250199317932,0.048357173800468445,0.12442228198051453]"
8117,"[0.08930309861898422,-0.086888387799263,0.029543627053499222,0.06434042006731033,-0.042933907359838486]"
2425,"[-0.019162433221936226,-0.014362476766109467,-0.08827995508909225,0.05857746675610542,0.11914040893316269]"
2357,"[-0.027878060936927795,-0.0012348853051662445,-0.11960642784833908,-0.03268170729279518,0.0018346142023801804]"
27708,"[-0.03177579119801521,-0.018890108913183212,0.0018642358481884003,0.05092499777674675,0.03176252543926239]"
55820,"[0.15484176576137543,-0.14489158987998962,-0.49059051275253296,-0.06125493720173836,0.2411450892686844]"
3824,"[-0.09994977712631226,0.01399872824549675,-0.025856519117951393,-0.08415520191192627,-0.03849244862794876]"
48142,"[0.03762127459049225,-0.03519568219780922,-0.054759681224823,-0.09529377520084381,0.06794542819261551]"
81537,"[-0.11508368700742722,0.060314156115055084,-0.08387424796819687,-0.05078665912151337,0.09358853846788406]"
5693,"[-0.06836097687482834,0.060015078634023666,-0.0014501102268695831,0.0544247180223465,-0.029687708243727684]"
2329,"[0.4061600863933563,0.22140417993068695,-0.40748855471611023,0.3063638508319855,-0.014556895941495895]"
2263,"[0.08831728249788284,-0.02984076924622059,-0.03473640978336334,0.09703323245048523,0.08623728901147842]"
6064,"[-0.1243782564997673,0.002949826419353485,-0.08326805382966995,-0.01653735712170601,0.002030775183811784]"
39444,"[-0.10783296078443527,-0.011249889619648457,-0.046046800911426544,0.03218000754714012,0.06456522643566132]"
106916,"[-0.15473051369190216,-0.0274963341653347,-0.2579328417778015,-0.11608236283063889,0.10824227333068848]"
8033,"[-0.16244317591190338,-0.02212373912334442,-0.2057085782289505,-0.03437269851565361,0.10216053575277328]"
160718,"[-0.1241258755326271,0.017523540183901787,-0.04024554789066315,-0.004597272723913193,-0.07261461764574051]"
2968,"[0.30726441740989685,-0.08929003775119781,-0.3538464307785034,0.04508831724524498,0.3953320384025574]"
55241,"[-0.06334231793880463,0.05065731331706047,0.08219705522060394,0.09755814075469971,-0.0473780483007431]"
70565,"[-0.1331307739019394,0.059115730226039886,0.004272878170013428,-0.13878493010997772,-0.012564562261104584]"
140174,"[-0.13619236648082733,-0.08335533738136292,-0.19150106608867645,-0.07013436406850815,-0.038571376353502274]"
4438,"[0.06872635334730148,-0.1300654411315918,-0.01901017501950264,0.053564611822366714,0.08692064881324768]"
12,"[-0.08738061040639877,0.054323650896549225,0.10343867540359497,0.033190079033374786,0.024657130241394043]"
39183,"[-0.02803853712975979,-0.04033096507191658,-0.2589629292488098,0.10825054347515106,0.03674294427037239]"
3835,"[-0.017271079123020172,0.025721825659275055,-0.0942104384303093,-0.04963232949376106,-0.01927012763917446]"
64839,"[-0.2946335971355438,-0.003866971470415592,-0.43344929814338684,-0.09636843949556351,0.0856376513838768]"
1464,"[-0.08018863201141357,0.22773820161819458,-0.1467536836862564,0.2618238627910614,-0.21066775918006897]"
3094,"[0.00381984980776906,-0.05828579515218735,-0.04364058002829552,-0.01634730026125908,-0.020996522158384323]"
59387,"[-0.05615805834531784,0.06820735335350037,-0.17991125583648682,0.018583860248327255,0.13178974390029907]"
86066,"[-0.12523198127746582,-0.06720946729183197,0.01951129548251629,0.004843391478061676,-0.0706726685166359]"
1101,"[0.5190126895904541,0.2321729063987732,0.39465323090553284,0.6902458667755127,-0.5747202634811401]"
2169,"[0.012207736261188984,0.10031743347644806,0.009132424369454384,-0.05380956828594208,0.034221164882183075]"
4148,"[0.11393754929304123,-0.04154781997203827,-0.12349095195531845,-0.0772654116153717,-0.0263860821723938]"
4643,"[-0.2090645134449005,-0.11221650242805481,-0.3250029683113098,0.003951040096580982,0.06359647214412689]"
223,"[-0.5072002410888672,0.7382227182388306,0.6074947714805603,-0.7757875323295593,-0.4142896831035614]"
3450,"[-0.023607678711414337,-0.04193144664168358,-0.14436160027980804,-0.08038270473480225,0.24055558443069458]"
2875,"[0.088975690305233,0.042369913309812546,-0.016749275848269463,0.08183109760284424,0.08426118642091751]"
6611,"[-0.00789970438927412,0.06812892109155655,-0.012322264723479748,-0.05202578008174896,0.04729737713932991]"
3396,"[0.04520275071263313,-0.23121696710586548,-0.23407994210720062,-0.046215787529945374,0.15713508427143097]"
7482,"[-0.07406749576330185,-0.0490705668926239,-0.23669035732746124,0.006968600209802389,0.13820341229438782]"
3771,"[-0.08112408220767975,-0.09543751180171967,-0.05538979545235634,-0.0860116109251976,0.1254684031009674]"
5932,"[-0.06988642364740372,0.07565528154373169,-0.09035710990428925,0.05656855180859566,-0.049288034439086914]"
164200,"[-0.2004028856754303,-0.10561246424913406,-0.24772942066192627,-0.04089749604463577,-0.0006357785314321518]"
541,"[0.9227837920188904,0.6412338018417358,0.10150168091058731,-0.9746552109718323,-0.7860862612724304]"
66,"[-0.11083514243364334,-0.061654478311538696,-0.03869212418794632,0.06372206658124924,0.057573966681957245]"
91542,"[-0.24662500619888306,-0.07771563529968262,-0.48735541105270386,0.26853135228157043,0.00771948741748929]"
52867,"[-0.14005115628242493,-0.10586895048618317,-0.022419599816203117,0.0533859059214592,-0.009314623661339283]"
7493,"[-0.14962098002433777,0.033155642449855804,-0.0015739081427454948,-0.08258263766765594,0.09923141449689865]"
4954,"[0.040426284074783325,0.020817533135414124,-0.006413499359041452,0.07507087290287018,-0.02786313369870186]"
1278,"[-0.0693008080124855,0.57786625623703,-0.3890240788459778,0.8299484252929688,-0.7380144596099854]"
1587,"[-0.03624262660741806,-0.05143582820892334,0.10734823346138,0.14140871167182922,-0.04146702215075493]"
4976,"[0.013967269100248814,-0.06831584125757217,-0.1727847009897232,0.010255919769406319,-0.04428230971097946]"
2287,"[0.024129468947649002,0.09229546785354614,-0.008586922660470009,0.05535852536559105,0.07708542048931122]"
3211,"[0.03772421181201935,0.021988609805703163,0.0008856654167175293,-0.0410214401781559,-0.027842890471220016]"
4846,"[-0.09715931862592697,-0.0501038022339344,-0.09594281017780304,-0.016347471624612808,0.07238870859146118]"
7293,"[-0.3086839020252228,-0.01833847351372242,-0.16659188270568848,0.10654556751251221,0.4754440188407898]"
61289,"[-0.04793217033147812,0.05376962572336197,-0.10178125649690628,-0.07609715312719345,-0.043451160192489624]"
1193,"[0.7002180814743042,0.25313737988471985,0.4502994418144226,0.9733253121376038,-0.9249294400215149]"
51562,"[-0.0491645410656929,-0.06955501437187195,-0.16705939173698425,0.04221665486693382,0.08946166932582855]"
2411,"[-0.10749690979719162,-0.034318707883358,-0.1790521889925003,0.11713103950023651,0.05786333605647087]"
5095,"[-0.04869481921195984,-0.010244175791740417,-0.20826254785060883,-0.03464465215802193,0.07846122235059738]"
4878,"[0.14524540305137634,0.05158263444900513,-0.37410271167755127,-0.12585675716400146,0.39018765091896057]"
2097,"[0.05960546061396599,-0.01812783069908619,0.015884947031736374,0.060579873621463776,0.038563601672649384]"
1569,"[-0.0905567854642868,0.03419945016503334,-0.0482633039355278,-0.07257465273141861,-0.20660987496376038]"
30707,"[-0.21565337479114532,-0.08202408254146576,-0.34441059827804565,0.03573625162243843,0.13322779536247253]"
3567,"[-0.00995014887303114,-0.06286439299583435,0.033311471343040466,0.00841674953699112,-0.08609064668416977]"
4126,"[-0.07861842215061188,-0.029982000589370728,-0.34546929597854614,0.01939220167696476,0.06499899178743362]"
26974,"[0.04704555124044418,-0.06716589629650116,-0.012288275174796581,-0.06806720793247223,-0.0693342387676239]"
4535,"[-0.16303613781929016,-0.17097517848014832,-0.12716670334339142,-0.08301873505115509,0.07635045051574707]"
102716,"[0.02246800996363163,-0.09863478690385818,-0.009295027703046799,0.01176394335925579,-0.008446961641311646]"
86721,"[-0.020954541862010956,-0.08083434402942657,-0.018461227416992188,0.0663868635892868,0.003186507150530815]"
216,"[-0.32275933027267456,0.26011085510253906,0.35538506507873535,-0.25890403985977173,-0.23941592872142792]"
80463,"[-0.37101849913597107,-0.14400139451026917,-0.2973937690258026,0.19944560527801514,0.2399711161851883]"
6123,"[-0.1483098864555359,-0.13646258413791656,-0.17799195647239685,0.042483869940042496,0.11825012415647507]"
2034,"[0.018296949565410614,-0.02719564363360405,0.0024219760671257973,-0.00737115740776062,0.10273203998804092]"
4903,"[-0.0011422086972743273,-0.06393830478191376,-0.055796168744564056,-0.009072843007743359,0.042982302606105804]"
4007,"[-0.0840425044298172,-0.2094617784023285,-0.23356568813323975,-0.17337054014205933,0.14427201449871063]"
89,"[-0.04551428556442261,-0.05412415787577629,0.1438739150762558,-0.07635067403316498,-0.013638682663440704]"
37720,"[-0.05271900072693825,-0.12557797133922577,0.024870285764336586,0.058651264756917953,0.08427473902702332]"
8128,"[-0.2525159418582916,-0.15617136657238007,-0.24005433917045593,-0.002170261926949024,0.010645001195371151]"
74370,"[-0.03250100836157799,0.03602185100317001,-0.03811364620923996,-0.07526048272848129,-0.031791191548109055]"
4307,"[0.003521944396197796,0.02704457752406597,0.005554700270295143,-0.07012823224067688,-0.04358982667326927]"
44597,"[-0.08539266139268875,0.016173575073480606,-0.001539924181997776,-0.04328298941254616,-0.043111953884363174]"
3266,"[-0.07712726294994354,-0.1701139509677887,-0.06578018516302109,-0.05113135650753975,0.08275003731250763]"
3941,"[-0.08871456235647202,-0.006269230507314205,0.04978156462311745,0.02105466090142727,0.04114247485995293]"
172875,"[-0.03893601521849632,-0.04380166530609131,-0.118312306702137,-0.06720709800720215,0.05935032665729523]"
44828,"[-0.11648652702569962,-0.03119092620909214,-0.13714760541915894,-0.048421964049339294,0.10650045424699783]"
7121,"[-0.17262904345989227,-0.08212152123451233,-0.272355318069458,0.05132817104458809,0.20703430473804474]"
6410,"[-0.02048247866332531,-0.07384485006332397,-0.06836149841547012,-0.06335612386465073,-0.04721895977854729]"
6238,"[-0.1557130664587021,0.09617208689451218,-0.18323981761932373,-0.0012428471818566322,0.05739074572920799]"
5792,"[0.026008784770965576,0.029124099761247635,-0.09703013300895691,-0.08923559635877609,0.036699965596199036]"
3641,"[0.04946710541844368,-0.033465877175331116,0.058087918907403946,-0.019165972247719765,0.004269372206181288]"
34338,"[0.011469378136098385,-0.01704500988125801,-0.027085574343800545,0.07596160471439362,0.11147912591695786]"
54503,"[0.04632309824228287,-0.27025458216667175,-0.4157702922821045,0.004248919431120157,0.31589406728744507]"
4061,"[0.08654764294624329,-0.1026364341378212,0.020219525322318077,0.05814545974135399,-0.009780770167708397]"
4896,"[0.13692185282707214,-0.13458511233329773,-0.11043242365121841,-0.0018940900918096304,0.3563666343688965]"
